"","Date","year","doy","ana.flow","ana.temp","ana.temp.raw","PRCP","TavgComp","Precip","jul","Tair","gMeanAir","gMedianAir","gMeanWater","gMedianWater","springairA","summerairJA","winterairDJ","winterairJF","swe","AirRegime","Regime","annualRegime","annualFit","dailyFittype2","dailyFit","dailyFittype2.a1"
"1",1987-10-01,1988,1,15000,18.75,18.75,0,67,0,274,19.4444444444444,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,15.4329432910247,17.2899884730134,16.9951744281791,17.6112676993762,18.0539967830028,NA,NA
"2",1987-10-02,1988,2,14800,18.75,18.75,0,70.5,0,275,21.3888888888889,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,15.1716704477737,17.1181598878801,16.8315413363914,17.1924197622169,18.3544836858183,NA,NA
"3",1987-10-03,1988,3,15900,19,19,0,66.5,0,276,19.1666666666667,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,14.9095498863017,16.9451965648591,16.6668276288911,17.2815454265443,17.8906221957664,NA,NA
"4",1987-10-04,1988,4,15300,19,19,0,64.5,0,277,18.0555555555556,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,14.6467451928906,16.7711497567156,16.5010821139047,17.1384866380976,17.6705263914724,NA,NA
"5",1987-10-05,1988,5,14300,18.5,18.5,0,61.5,0,278,16.3888888888889,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,14.3834196988115,16.5960710372752,16.3343539054052,17.2723559694018,17.1902625592203,NA,NA
"6",1987-10-06,1988,6,15100,18,18,0,63.5,0,279,17.5,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,14.1197362886466,16.4200122861411,16.1666924085592,16.6512953878142,16.9485130239231,NA,NA
"7",1987-10-07,1988,7,14700,18,18,0,65,0,280,18.3333333333333,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,13.8558572105682,16.2430256733207,15.9981473050866,16.0492364787417,16.8455670329964,NA,NA
"8",1987-10-08,1988,8,15600,17.75,17.75,0,62,0,281,16.6666666666667,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,13.5919438889279,16.0651636437672,15.8287685385391,15.3471385009494,16.7418213103419,NA,NA
"9",1987-10-09,1988,9,16700,17.5,17.5,0,55.5,0,282,13.0555555555556,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,13.3281567395103,15.8864789018385,15.6586062995006,15.3586214976834,16.2982084923036,NA,NA
"10",1987-10-10,1988,10,14500,16.75,16.75,0,52.5,0,283,11.3888888888889,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,13.064654987787,15.70702439568,15.4877110107151,15.4487057583991,15.6743228146084,NA,NA
"11",1987-10-11,1988,11,14400,16.5,16.5,0,54,0,284,12.2222222222222,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,12.8015964905039,15.5268533015348,15.3161333121447,15.1213188731335,15.2292234132322,NA,NA
"12",1987-10-12,1988,12,14600,16.25,16.25,0,54.5,0,285,12.5,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,12.5391375609204,15.3460190079865,15.1439240459646,14.5947670499399,15.062666042949,NA,NA
"13",1987-10-13,1988,13,14600,16,16,0,53.5,0,286,11.9444444444444,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,12.2774327980065,15.1645751001389,14.9711342414969,14.027825449905,14.9752101970917,NA,NA
"14",1987-10-14,1988,14,14400,15.75,15.75,0,48.5,0,287,9.16666666666667,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,12.016634919895,14.982575343738,14.7978151000897,13.9166149614132,14.6277907036685,NA,NA
"15",1987-10-15,1988,15,14500,15.25,15.25,0,50.5,0,288,10.2777777777778,11.927701674277,11.1111111111111,12.1404109589041,12.25,11.8425925925926,23.1720430107527,0.77683615819209,2.73069679849341,39.9880666666667,11.7568946018693,14.8000736692393,14.6240179799452,14.201629505794,14.3395756474047,NA,NA
